Compliance Tag,Severity,Rule Name,Rule Id,Tested,Relevant,Non-compliant
Principle 3.2,High,Ensure AWS Lightsail Disk's auto-mount status is not failed,D9.AWS.MON.44,0,0,0
Principle 3.2,High,Ensure EC2 instances are launched using the EC2-VPC platform instead of the EC2-Classic outdated platform,D9.AWS.NET.128,7,7,0
Principle 3.2,Critical,Instances with Direct Connect virtual interface should not have public interfaces,D9.AWS.NET.27,7,0,0
Principle 3.2,High,Ensure that AppRunner Service not publicly accessible through the internet,D9.AWS.NET.134,0,0,0
Principle 3.2,High,Ensure that public System Manager Documents include parameters,D9.AWS.VLN.05,0,0,0
Principle 3.2,Medium,Ensure that RDS cluster delete protection is enabled,D9.AWS.OPE.48,0,0,0
Principle 3.2,Critical,RDS should not have Public Interface,D9.AWS.NET.16,0,0,0
Principle 3.2,Critical,Ensure that S3 Buckets are configured with 'Block public access (bucket settings)',D9.AWS.NET.72,0,0,0
Principle 3.3,High,Ensure that the Amazon VPC peering connection configuration is compliant with the desired routing policy,D9.AWS.NET.132,7,7,7
Principle 3.3,Medium,Enforce creation of ElasticSearch domains within your VPCs,D9.AWS.NET.53,0,0,0
Principle 3.3,High,Ensure that AWS Neptune cluster deletion protection is enabled,D9.AWS.OPE.52,0,0,0
Principle 3.3,Medium,Ensure security groups associated with EKS cluster do not have inbound rules with a scope of 0.0.0.0/0,D9.AWS.NET.94,2,2,0
Principle 3.3,Low,Ensure AWS EBS Volumes are attached to instances,D9.AWS.OPE.05,7,7,0
Principle 3.3,Medium,Ensure that SageMaker is placed in VPC,D9.AWS.NET.48,0,0,0
Principle 3.3,Low,Ensure that RDS database instance doesn't use its default endpoint port,D9.AWS.NET.92,0,0,0
Principle 3.3,High,Ensure that Verified Permissions Policy Store has validation enabled,D9.AWS.OPE.93,0,0,0
Principle 3.3,High,Ensure no security group contains RFC 1918 CIDRs,D9.AWS.NET.99,7,7,3
Principle 3.3,Critical,Ensure AWS Redshift clusters are not publicly accessible,D9.AWS.NET.51,0,0,0
Principle 3.3,Low,Ensure that AWS Cloudfront web distributions are configured to compress objects (files) automatically,D9.AWS.OPE.34,0,0,0
Principle 3.3,High,Ensure that the VPC Endpoint status is Available state,D9.AWS.NET.55,4,4,0
Principle 3.3,High,Ensure EC2 Instances are Protected against Termination Actions,D9.AWS.OPE.45,7,7,7
Principle 3.3,High,ECS Task Definitions should Mount the Root File System as Read-only,D9.AWS.AS.14,0,0,0
Principle 3.3,High,Ensure Amazon Auto Scaling Groups have cooldown periods enabled ,D9.AWS.OPE.30,1,1,0
Principle 3.3,High,Ensure that EC2 instance's custom AMI is encrypted at rest,D9.AWS.CRY.67,7,0,0
Principle 3.3,High,RDS should not have been open to a large scope,D9.AWS.NET.18,0,0,0
Principle 3.3,Medium,Ensure that at least one Load Balancer is attached to the service,D9.AWS.NET.38,0,0,0
Principle 3.3,Medium,Instances are Configured under Virtual Private Cloud,D9.AWS.NET.12,7,7,0
Principle 3.3,Critical,Ensure that EC2 AMIs are not publicly accessible,D9.AWS.NET.29,0,0,0
Principle 3.3,Low,Ensure that at least one instance is registered with an ECS Cluster,D9.AWS.NET.34,0,0,0
Principle 3.3,Low,Ensure that Amazon ECR image repositories are using lifecycle policies.,D9.AWS.OPE.24,2,2,2
Principle 3.3,Critical,Amazon System Manager Document should not be publicly available,D9.AWS.VLN.04,0,0,0
Principle 3.3,High,Ensure that AWS Lightsail Domain's name server update state is not failed,D9.AWS.MON.46,0,0,0
Principle 3.3,Medium,Ensure that your Amazon Comprehend Flywheel uses a VPC,D9.AWS.NET.139,0,0,0
Principle 3.3,High,Enforce HTTPS for Amazon Elastic Beanstalk environment load balancers,D9.AWS.NET.1010,0,0,0
Principle 3.3,Low,Ensure that Classic Load Balancers are using one of the latest predefined security policies,D9.AWS.NET.1022,0,0,0
Principle 3.3,Low,Ensure that DocumentDB delete protection is enabled,D9.AWS.OPE.51,0,0,0
Principle 3.3,Medium,EksCluster endpoint should not be publicly accessible,D9.AWS.NET.71,2,2,2
Principle 3.3,Low,Ensure that Amazon ALBs are using the latest predefined security policy for their SSL/TLS negotiation configuration,D9.AWS.NET.1021,0,0,0
Principle 3.3,Critical,RDS Databases with Direct Connect virtual interface should not have public interfaces,D9.AWS.NET.28,0,0,0
Principle 3.3,Critical,Ensure that public access is not given to RDS Instance,D9.AWS.NET.17,0,0,0
Principle 3.3,Critical,Ensure AWS VPC subnets have automatic public IP assignment disabled,D9.AWS.NET.47,28,28,7
Principle 3.3,Low,Ensure IMDS Response Hop Limit is Set to One,D9.AWS.NET.97,7,7,5
Principle 3.3,High,Ensure EMR clusters nodes should not have public IP,D9.AWS.NET.93,0,0,0
Principle 3.3,Medium,Ensure AWS Lambda function is configured inside a VPC,D9.AWS.NET.74,66,66,66
Principle 3.3,Low,Ensure CloudFormation service is in use for defining your cloud architectures on Amazon Web Services,D9.AWS.OPE.54,1,1,0
Principle 3.3,Low,Ensure Auto Scaling group have scaling cooldown higher than a minute,D9.AWS.OPE.21,1,1,0
Principle 3.3,Medium,Ensure that Amazon EC2 Auto Scaling groups should use Amazon EC2 launch templates,D9.AWS.OPE.60,1,1,0
Principle 3.3,High,Ensure AWS Lightsail Disk's auto-mount status is not failed,D9.AWS.MON.44,0,0,0
Principle 3.3,High,Ensure EC2 instances are launched using the EC2-VPC platform instead of the EC2-Classic outdated platform,D9.AWS.NET.128,7,7,0
Principle 3.3,Critical,Instances with Direct Connect virtual interface should not have public interfaces,D9.AWS.NET.27,7,0,0
Principle 3.3,High,Ensure that AppRunner Service not publicly accessible through the internet,D9.AWS.NET.134,0,0,0
Principle 3.3,High,Ensure that public System Manager Documents include parameters,D9.AWS.VLN.05,0,0,0
Principle 3.3,Medium,Ensure that RDS cluster delete protection is enabled,D9.AWS.OPE.48,0,0,0
Principle 3.3,Critical,RDS should not have Public Interface,D9.AWS.NET.16,0,0,0
Principle 3.3,Critical,Ensure that S3 Buckets are configured with 'Block public access (bucket settings)',D9.AWS.NET.72,0,0,0
Principle 3.4,High,Ensure that the Amazon VPC peering connection configuration is compliant with the desired routing policy,D9.AWS.NET.132,7,7,7
Principle 3.4,Medium,Enforce creation of ElasticSearch domains within your VPCs,D9.AWS.NET.53,0,0,0
Principle 3.4,High,Ensure that AWS Neptune cluster deletion protection is enabled,D9.AWS.OPE.52,0,0,0
Principle 3.4,Medium,Ensure security groups associated with EKS cluster do not have inbound rules with a scope of 0.0.0.0/0,D9.AWS.NET.94,2,2,0
Principle 3.4,Low,Ensure AWS EBS Volumes are attached to instances,D9.AWS.OPE.05,7,7,0
Principle 3.4,Medium,Ensure that SageMaker is placed in VPC,D9.AWS.NET.48,0,0,0
Principle 3.4,Low,Ensure that RDS database instance doesn't use its default endpoint port,D9.AWS.NET.92,0,0,0
Principle 3.4,High,Ensure that Verified Permissions Policy Store has validation enabled,D9.AWS.OPE.93,0,0,0
Principle 3.4,High,Ensure no security group contains RFC 1918 CIDRs,D9.AWS.NET.99,7,7,3
Principle 3.4,Critical,Ensure AWS Redshift clusters are not publicly accessible,D9.AWS.NET.51,0,0,0
Principle 3.4,Low,Ensure that AWS Cloudfront web distributions are configured to compress objects (files) automatically,D9.AWS.OPE.34,0,0,0
Principle 3.4,High,Ensure that the VPC Endpoint status is Available state,D9.AWS.NET.55,4,4,0
Principle 3.4,High,Ensure EC2 Instances are Protected against Termination Actions,D9.AWS.OPE.45,7,7,7
Principle 3.4,High,ECS Task Definitions should Mount the Root File System as Read-only,D9.AWS.AS.14,0,0,0
Principle 3.4,High,Ensure Amazon Auto Scaling Groups have cooldown periods enabled ,D9.AWS.OPE.30,1,1,0
Principle 3.4,High,Ensure that EC2 instance's custom AMI is encrypted at rest,D9.AWS.CRY.67,7,0,0
Principle 3.4,High,RDS should not have been open to a large scope,D9.AWS.NET.18,0,0,0
Principle 3.4,Medium,Ensure that at least one Load Balancer is attached to the service,D9.AWS.NET.38,0,0,0
Principle 3.4,Medium,Instances are Configured under Virtual Private Cloud,D9.AWS.NET.12,7,7,0
Principle 3.4,Critical,Ensure that EC2 AMIs are not publicly accessible,D9.AWS.NET.29,0,0,0
Principle 3.4,Low,Ensure that at least one instance is registered with an ECS Cluster,D9.AWS.NET.34,0,0,0
Principle 3.4,Low,Ensure that Amazon ECR image repositories are using lifecycle policies.,D9.AWS.OPE.24,2,2,2
Principle 3.4,Critical,Amazon System Manager Document should not be publicly available,D9.AWS.VLN.04,0,0,0
Principle 3.4,High,Ensure that AWS Lightsail Domain's name server update state is not failed,D9.AWS.MON.46,0,0,0
Principle 3.4,Medium,Ensure that your Amazon Comprehend Flywheel uses a VPC,D9.AWS.NET.139,0,0,0
Principle 3.4,High,Enforce HTTPS for Amazon Elastic Beanstalk environment load balancers,D9.AWS.NET.1010,0,0,0
Principle 3.4,Low,Ensure that Classic Load Balancers are using one of the latest predefined security policies,D9.AWS.NET.1022,0,0,0
Principle 3.4,Low,Ensure that DocumentDB delete protection is enabled,D9.AWS.OPE.51,0,0,0
Principle 3.4,Medium,EksCluster endpoint should not be publicly accessible,D9.AWS.NET.71,2,2,2
Principle 3.4,Low,Ensure that Amazon ALBs are using the latest predefined security policy for their SSL/TLS negotiation configuration,D9.AWS.NET.1021,0,0,0
Principle 3.4,Critical,RDS Databases with Direct Connect virtual interface should not have public interfaces,D9.AWS.NET.28,0,0,0
Principle 3.4,Critical,Ensure that public access is not given to RDS Instance,D9.AWS.NET.17,0,0,0
Principle 3.4,Critical,Ensure AWS VPC subnets have automatic public IP assignment disabled,D9.AWS.NET.47,28,28,7
Principle 3.4,Low,Ensure IMDS Response Hop Limit is Set to One,D9.AWS.NET.97,7,7,5
Principle 3.4,High,Ensure EMR clusters nodes should not have public IP,D9.AWS.NET.93,0,0,0
Principle 3.4,Medium,Ensure AWS Lambda function is configured inside a VPC,D9.AWS.NET.74,66,66,66
Principle 3.4,Low,Ensure CloudFormation service is in use for defining your cloud architectures on Amazon Web Services,D9.AWS.OPE.54,1,1,0
Principle 3.4,Low,Ensure Auto Scaling group have scaling cooldown higher than a minute,D9.AWS.OPE.21,1,1,0
Principle 3.4,Medium,Ensure that Amazon EC2 Auto Scaling groups should use Amazon EC2 launch templates,D9.AWS.OPE.60,1,1,0
Principle 3.4,High,Ensure AWS Lightsail Disk's auto-mount status is not failed,D9.AWS.MON.44,0,0,0
Principle 3.4,High,Ensure EC2 instances are launched using the EC2-VPC platform instead of the EC2-Classic outdated platform,D9.AWS.NET.128,7,7,0
Principle 3.4,Critical,Instances with Direct Connect virtual interface should not have public interfaces,D9.AWS.NET.27,7,0,0
Principle 3.4,High,Ensure that AppRunner Service not publicly accessible through the internet,D9.AWS.NET.134,0,0,0
Principle 3.4,High,Ensure that public System Manager Documents include parameters,D9.AWS.VLN.05,0,0,0
Principle 3.4,Medium,Ensure that RDS cluster delete protection is enabled,D9.AWS.OPE.48,0,0,0
Principle 3.4,Critical,RDS should not have Public Interface,D9.AWS.NET.16,0,0,0
Principle 3.4,Critical,Ensure that S3 Buckets are configured with 'Block public access (bucket settings)',D9.AWS.NET.72,0,0,0
Principle 3.5,High,Ensure that the Amazon VPC peering connection configuration is compliant with the desired routing policy,D9.AWS.NET.132,7,7,7
Principle 3.5,Medium,Enforce creation of ElasticSearch domains within your VPCs,D9.AWS.NET.53,0,0,0
Principle 3.5,High,Ensure that AWS Neptune cluster deletion protection is enabled,D9.AWS.OPE.52,0,0,0
Principle 3.5,Medium,Ensure security groups associated with EKS cluster do not have inbound rules with a scope of 0.0.0.0/0,D9.AWS.NET.94,2,2,0
Principle 3.5,Low,Ensure AWS EBS Volumes are attached to instances,D9.AWS.OPE.05,7,7,0
Principle 3.5,Medium,Ensure that SageMaker is placed in VPC,D9.AWS.NET.48,0,0,0
Principle 3.5,Low,Ensure that RDS database instance doesn't use its default endpoint port,D9.AWS.NET.92,0,0,0
Principle 3.5,High,Ensure that Verified Permissions Policy Store has validation enabled,D9.AWS.OPE.93,0,0,0
Principle 3.5,High,Ensure no security group contains RFC 1918 CIDRs,D9.AWS.NET.99,7,7,3
Principle 3.5,Critical,Ensure AWS Redshift clusters are not publicly accessible,D9.AWS.NET.51,0,0,0
Principle 3.5,Low,Ensure that AWS Cloudfront web distributions are configured to compress objects (files) automatically,D9.AWS.OPE.34,0,0,0
Principle 3.5,High,Ensure that the VPC Endpoint status is Available state,D9.AWS.NET.55,4,4,0
Principle 3.5,High,Ensure EC2 Instances are Protected against Termination Actions,D9.AWS.OPE.45,7,7,7
Principle 3.5,High,ECS Task Definitions should Mount the Root File System as Read-only,D9.AWS.AS.14,0,0,0
Principle 3.5,High,Ensure Amazon Auto Scaling Groups have cooldown periods enabled ,D9.AWS.OPE.30,1,1,0
Principle 3.5,High,Ensure that EC2 instance's custom AMI is encrypted at rest,D9.AWS.CRY.67,7,0,0
Principle 3.5,High,RDS should not have been open to a large scope,D9.AWS.NET.18,0,0,0
Principle 3.5,Medium,Ensure that at least one Load Balancer is attached to the service,D9.AWS.NET.38,0,0,0
Principle 3.5,Medium,Instances are Configured under Virtual Private Cloud,D9.AWS.NET.12,7,7,0
Principle 3.5,Critical,Ensure that EC2 AMIs are not publicly accessible,D9.AWS.NET.29,0,0,0
Principle 3.5,Low,Ensure that at least one instance is registered with an ECS Cluster,D9.AWS.NET.34,0,0,0
Principle 3.5,Low,Ensure that Amazon ECR image repositories are using lifecycle policies.,D9.AWS.OPE.24,2,2,2
Principle 3.5,Critical,Amazon System Manager Document should not be publicly available,D9.AWS.VLN.04,0,0,0
Principle 3.5,High,Ensure that AWS Lightsail Domain's name server update state is not failed,D9.AWS.MON.46,0,0,0
Principle 3.5,Medium,Ensure that your Amazon Comprehend Flywheel uses a VPC,D9.AWS.NET.139,0,0,0
Principle 3.5,High,Enforce HTTPS for Amazon Elastic Beanstalk environment load balancers,D9.AWS.NET.1010,0,0,0
Principle 3.5,Low,Ensure that Classic Load Balancers are using one of the latest predefined security policies,D9.AWS.NET.1022,0,0,0
Principle 3.5,Low,Ensure that DocumentDB delete protection is enabled,D9.AWS.OPE.51,0,0,0
Principle 3.5,Medium,EksCluster endpoint should not be publicly accessible,D9.AWS.NET.71,2,2,2
Principle 3.5,Low,Ensure that Amazon ALBs are using the latest predefined security policy for their SSL/TLS negotiation configuration,D9.AWS.NET.1021,0,0,0
Principle 3.5,Critical,RDS Databases with Direct Connect virtual interface should not have public interfaces,D9.AWS.NET.28,0,0,0
Principle 3.5,Critical,Ensure that public access is not given to RDS Instance,D9.AWS.NET.17,0,0,0
Principle 3.5,Critical,Ensure AWS VPC subnets have automatic public IP assignment disabled,D9.AWS.NET.47,28,28,7
Principle 3.5,Low,Ensure IMDS Response Hop Limit is Set to One,D9.AWS.NET.97,7,7,5
Principle 3.5,High,Ensure EMR clusters nodes should not have public IP,D9.AWS.NET.93,0,0,0
Principle 3.5,Medium,Ensure AWS Lambda function is configured inside a VPC,D9.AWS.NET.74,66,66,66
Principle 3.5,Low,Ensure CloudFormation service is in use for defining your cloud architectures on Amazon Web Services,D9.AWS.OPE.54,1,1,0
Principle 3.5,Low,Ensure Auto Scaling group have scaling cooldown higher than a minute,D9.AWS.OPE.21,1,1,0
Principle 3.5,Medium,Ensure that Amazon EC2 Auto Scaling groups should use Amazon EC2 launch templates,D9.AWS.OPE.60,1,1,0
Principle 3.5,High,Ensure AWS Lightsail Disk's auto-mount status is not failed,D9.AWS.MON.44,0,0,0
Principle 3.5,High,Ensure EC2 instances are launched using the EC2-VPC platform instead of the EC2-Classic outdated platform,D9.AWS.NET.128,7,7,0
Principle 3.5,Critical,Instances with Direct Connect virtual interface should not have public interfaces,D9.AWS.NET.27,7,0,0
Principle 3.5,High,Ensure that AppRunner Service not publicly accessible through the internet,D9.AWS.NET.134,0,0,0
Principle 3.5,High,Ensure that public System Manager Documents include parameters,D9.AWS.VLN.05,0,0,0
Principle 3.5,Medium,Ensure that RDS cluster delete protection is enabled,D9.AWS.OPE.48,0,0,0
Principle 3.5,Critical,RDS should not have Public Interface,D9.AWS.NET.16,0,0,0
Principle 3.5,Critical,Ensure that S3 Buckets are configured with 'Block public access (bucket settings)',D9.AWS.NET.72,0,0,0
Principle 3.6,High,Ensure that the Amazon VPC peering connection configuration is compliant with the desired routing policy,D9.AWS.NET.132,7,7,7
Principle 3.6,Medium,Enforce creation of ElasticSearch domains within your VPCs,D9.AWS.NET.53,0,0,0
Principle 3.6,High,Ensure that AWS Neptune cluster deletion protection is enabled,D9.AWS.OPE.52,0,0,0
Principle 3.6,Medium,Ensure security groups associated with EKS cluster do not have inbound rules with a scope of 0.0.0.0/0,D9.AWS.NET.94,2,2,0
Principle 3.6,Low,Ensure AWS EBS Volumes are attached to instances,D9.AWS.OPE.05,7,7,0
Principle 3.6,Medium,Ensure that SageMaker is placed in VPC,D9.AWS.NET.48,0,0,0
Principle 3.6,Low,Ensure that RDS database instance doesn't use its default endpoint port,D9.AWS.NET.92,0,0,0
Principle 3.6,High,Ensure that Verified Permissions Policy Store has validation enabled,D9.AWS.OPE.93,0,0,0
Principle 3.6,High,Ensure no security group contains RFC 1918 CIDRs,D9.AWS.NET.99,7,7,3
Principle 3.6,Critical,Ensure AWS Redshift clusters are not publicly accessible,D9.AWS.NET.51,0,0,0
Principle 3.6,Low,Ensure that AWS Cloudfront web distributions are configured to compress objects (files) automatically,D9.AWS.OPE.34,0,0,0
Principle 3.6,High,Ensure that the VPC Endpoint status is Available state,D9.AWS.NET.55,4,4,0
Principle 3.6,High,Ensure EC2 Instances are Protected against Termination Actions,D9.AWS.OPE.45,7,7,7
Principle 3.6,High,ECS Task Definitions should Mount the Root File System as Read-only,D9.AWS.AS.14,0,0,0
Principle 3.6,High,Ensure Amazon Auto Scaling Groups have cooldown periods enabled ,D9.AWS.OPE.30,1,1,0
Principle 3.6,High,Ensure that EC2 instance's custom AMI is encrypted at rest,D9.AWS.CRY.67,7,0,0
Principle 3.6,High,RDS should not have been open to a large scope,D9.AWS.NET.18,0,0,0
Principle 3.6,Medium,Ensure that at least one Load Balancer is attached to the service,D9.AWS.NET.38,0,0,0
Principle 3.6,Medium,Instances are Configured under Virtual Private Cloud,D9.AWS.NET.12,7,7,0
Principle 3.6,Critical,Ensure that EC2 AMIs are not publicly accessible,D9.AWS.NET.29,0,0,0
Principle 3.6,Low,Ensure that at least one instance is registered with an ECS Cluster,D9.AWS.NET.34,0,0,0
Principle 3.6,Low,Ensure that Amazon ECR image repositories are using lifecycle policies.,D9.AWS.OPE.24,2,2,2
Principle 3.6,Critical,Amazon System Manager Document should not be publicly available,D9.AWS.VLN.04,0,0,0
Principle 3.6,High,Ensure that AWS Lightsail Domain's name server update state is not failed,D9.AWS.MON.46,0,0,0
Principle 3.6,Medium,Ensure that your Amazon Comprehend Flywheel uses a VPC,D9.AWS.NET.139,0,0,0
Principle 3.6,High,Enforce HTTPS for Amazon Elastic Beanstalk environment load balancers,D9.AWS.NET.1010,0,0,0
Principle 3.6,Low,Ensure that Classic Load Balancers are using one of the latest predefined security policies,D9.AWS.NET.1022,0,0,0
Principle 3.6,Low,Ensure that DocumentDB delete protection is enabled,D9.AWS.OPE.51,0,0,0
Principle 3.6,Medium,EksCluster endpoint should not be publicly accessible,D9.AWS.NET.71,2,2,2
Principle 3.6,Low,Ensure that Amazon ALBs are using the latest predefined security policy for their SSL/TLS negotiation configuration,D9.AWS.NET.1021,0,0,0
Principle 3.6,Critical,RDS Databases with Direct Connect virtual interface should not have public interfaces,D9.AWS.NET.28,0,0,0
Principle 3.6,Critical,Ensure that public access is not given to RDS Instance,D9.AWS.NET.17,0,0,0
Principle 3.6,Critical,Ensure AWS VPC subnets have automatic public IP assignment disabled,D9.AWS.NET.47,28,28,7
Principle 3.6,Low,Ensure IMDS Response Hop Limit is Set to One,D9.AWS.NET.97,7,7,5
Principle 3.6,High,Ensure EMR clusters nodes should not have public IP,D9.AWS.NET.93,0,0,0
Principle 3.6,Medium,Ensure AWS Lambda function is configured inside a VPC,D9.AWS.NET.74,66,66,66
Principle 3.6,Low,Ensure CloudFormation service is in use for defining your cloud architectures on Amazon Web Services,D9.AWS.OPE.54,1,1,0
Principle 3.6,Low,Ensure Auto Scaling group have scaling cooldown higher than a minute,D9.AWS.OPE.21,1,1,0
Principle 3.6,Medium,Ensure that Amazon EC2 Auto Scaling groups should use Amazon EC2 launch templates,D9.AWS.OPE.60,1,1,0
Principle 3.6,High,Ensure AWS Lightsail Disk's auto-mount status is not failed,D9.AWS.MON.44,0,0,0
Principle 3.6,High,Ensure EC2 instances are launched using the EC2-VPC platform instead of the EC2-Classic outdated platform,D9.AWS.NET.128,7,7,0
Principle 3.6,Critical,Instances with Direct Connect virtual interface should not have public interfaces,D9.AWS.NET.27,7,0,0
Principle 3.6,High,Ensure that AppRunner Service not publicly accessible through the internet,D9.AWS.NET.134,0,0,0
Principle 3.6,High,Ensure that public System Manager Documents include parameters,D9.AWS.VLN.05,0,0,0
Principle 3.6,Medium,Ensure that RDS cluster delete protection is enabled,D9.AWS.OPE.48,0,0,0
Principle 3.6,Critical,RDS should not have Public Interface,D9.AWS.NET.16,0,0,0
Principle 3.6,Critical,Ensure that S3 Buckets are configured with 'Block public access (bucket settings)',D9.AWS.NET.72,0,0,0
Principle 3.7,High,Ensure that the Amazon VPC peering connection configuration is compliant with the desired routing policy,D9.AWS.NET.132,7,7,7
Principle 3.7,Medium,Enforce creation of ElasticSearch domains within your VPCs,D9.AWS.NET.53,0,0,0
Principle 3.7,High,Ensure that AWS Neptune cluster deletion protection is enabled,D9.AWS.OPE.52,0,0,0
Principle 3.7,Medium,Ensure security groups associated with EKS cluster do not have inbound rules with a scope of 0.0.0.0/0,D9.AWS.NET.94,2,2,0
Principle 3.7,Low,Ensure AWS EBS Volumes are attached to instances,D9.AWS.OPE.05,7,7,0
Principle 3.7,Medium,Ensure that SageMaker is placed in VPC,D9.AWS.NET.48,0,0,0
Principle 3.7,Low,Ensure that RDS database instance doesn't use its default endpoint port,D9.AWS.NET.92,0,0,0
Principle 3.7,High,Ensure that Verified Permissions Policy Store has validation enabled,D9.AWS.OPE.93,0,0,0
Principle 3.7,High,Ensure no security group contains RFC 1918 CIDRs,D9.AWS.NET.99,7,7,3
Principle 3.7,Critical,Ensure AWS Redshift clusters are not publicly accessible,D9.AWS.NET.51,0,0,0
Principle 3.7,Low,Ensure that AWS Cloudfront web distributions are configured to compress objects (files) automatically,D9.AWS.OPE.34,0,0,0
Principle 3.7,High,Ensure that the VPC Endpoint status is Available state,D9.AWS.NET.55,4,4,0
Principle 3.7,High,Ensure EC2 Instances are Protected against Termination Actions,D9.AWS.OPE.45,7,7,7
Principle 3.7,High,ECS Task Definitions should Mount the Root File System as Read-only,D9.AWS.AS.14,0,0,0
Principle 3.7,High,Ensure Amazon Auto Scaling Groups have cooldown periods enabled ,D9.AWS.OPE.30,1,1,0
Principle 3.7,High,Ensure that EC2 instance's custom AMI is encrypted at rest,D9.AWS.CRY.67,7,0,0
Principle 3.7,High,RDS should not have been open to a large scope,D9.AWS.NET.18,0,0,0
Principle 3.7,Medium,Ensure that at least one Load Balancer is attached to the service,D9.AWS.NET.38,0,0,0
Principle 3.7,Medium,Instances are Configured under Virtual Private Cloud,D9.AWS.NET.12,7,7,0
Principle 3.7,Critical,Ensure that EC2 AMIs are not publicly accessible,D9.AWS.NET.29,0,0,0
Principle 3.7,Low,Ensure that at least one instance is registered with an ECS Cluster,D9.AWS.NET.34,0,0,0
Principle 3.7,Low,Ensure that Amazon ECR image repositories are using lifecycle policies.,D9.AWS.OPE.24,2,2,2
Principle 3.7,Critical,Amazon System Manager Document should not be publicly available,D9.AWS.VLN.04,0,0,0
Principle 3.7,High,Ensure that AWS Lightsail Domain's name server update state is not failed,D9.AWS.MON.46,0,0,0
Principle 3.7,Medium,Ensure that your Amazon Comprehend Flywheel uses a VPC,D9.AWS.NET.139,0,0,0
Principle 3.7,High,Enforce HTTPS for Amazon Elastic Beanstalk environment load balancers,D9.AWS.NET.1010,0,0,0
Principle 3.7,Low,Ensure that Classic Load Balancers are using one of the latest predefined security policies,D9.AWS.NET.1022,0,0,0
Principle 3.7,Low,Ensure that DocumentDB delete protection is enabled,D9.AWS.OPE.51,0,0,0
Principle 3.7,Medium,EksCluster endpoint should not be publicly accessible,D9.AWS.NET.71,2,2,2
Principle 3.7,Low,Ensure that Amazon ALBs are using the latest predefined security policy for their SSL/TLS negotiation configuration,D9.AWS.NET.1021,0,0,0
Principle 3.7,Critical,RDS Databases with Direct Connect virtual interface should not have public interfaces,D9.AWS.NET.28,0,0,0
Principle 3.7,Critical,Ensure that public access is not given to RDS Instance,D9.AWS.NET.17,0,0,0
Principle 3.7,Critical,Ensure AWS VPC subnets have automatic public IP assignment disabled,D9.AWS.NET.47,28,28,7
Principle 3.7,Low,Ensure IMDS Response Hop Limit is Set to One,D9.AWS.NET.97,7,7,5
Principle 3.7,High,Ensure EMR clusters nodes should not have public IP,D9.AWS.NET.93,0,0,0
Principle 3.7,Medium,Ensure AWS Lambda function is configured inside a VPC,D9.AWS.NET.74,66,66,66
Principle 3.7,Low,Ensure CloudFormation service is in use for defining your cloud architectures on Amazon Web Services,D9.AWS.OPE.54,1,1,0
Principle 3.7,Low,Ensure Auto Scaling group have scaling cooldown higher than a minute,D9.AWS.OPE.21,1,1,0
Principle 3.7,Medium,Ensure that Amazon EC2 Auto Scaling groups should use Amazon EC2 launch templates,D9.AWS.OPE.60,1,1,0
Principle 3.7,High,Ensure AWS Lightsail Disk's auto-mount status is not failed,D9.AWS.MON.44,0,0,0
Principle 3.7,High,Ensure EC2 instances are launched using the EC2-VPC platform instead of the EC2-Classic outdated platform,D9.AWS.NET.128,7,7,0
Principle 3.7,Critical,Instances with Direct Connect virtual interface should not have public interfaces,D9.AWS.NET.27,7,0,0
Principle 3.7,High,Ensure that AppRunner Service not publicly accessible through the internet,D9.AWS.NET.134,0,0,0
Principle 3.7,High,Ensure that public System Manager Documents include parameters,D9.AWS.VLN.05,0,0,0
Principle 3.7,Medium,Ensure that RDS cluster delete protection is enabled,D9.AWS.OPE.48,0,0,0
Principle 3.7,Critical,RDS should not have Public Interface,D9.AWS.NET.16,0,0,0
Principle 3.7,Critical,Ensure that S3 Buckets are configured with 'Block public access (bucket settings)',D9.AWS.NET.72,0,0,0
Principle 3.8,High,Ensure that the Amazon VPC peering connection configuration is compliant with the desired routing policy,D9.AWS.NET.132,7,7,7
Principle 3.8,Medium,Enforce creation of ElasticSearch domains within your VPCs,D9.AWS.NET.53,0,0,0
Principle 3.8,High,Ensure that AWS Neptune cluster deletion protection is enabled,D9.AWS.OPE.52,0,0,0
Principle 3.8,Medium,Ensure security groups associated with EKS cluster do not have inbound rules with a scope of 0.0.0.0/0,D9.AWS.NET.94,2,2,0
Principle 3.8,Low,Ensure AWS EBS Volumes are attached to instances,D9.AWS.OPE.05,7,7,0
Principle 3.8,Medium,Ensure that SageMaker is placed in VPC,D9.AWS.NET.48,0,0,0
Principle 3.8,Low,Ensure that RDS database instance doesn't use its default endpoint port,D9.AWS.NET.92,0,0,0
Principle 3.8,High,Ensure that Verified Permissions Policy Store has validation enabled,D9.AWS.OPE.93,0,0,0
Principle 3.8,High,Ensure no security group contains RFC 1918 CIDRs,D9.AWS.NET.99,7,7,3
Principle 3.8,Critical,Ensure AWS Redshift clusters are not publicly accessible,D9.AWS.NET.51,0,0,0
Principle 3.8,Low,Ensure that AWS Cloudfront web distributions are configured to compress objects (files) automatically,D9.AWS.OPE.34,0,0,0
Principle 3.8,High,Ensure that the VPC Endpoint status is Available state,D9.AWS.NET.55,4,4,0
Principle 3.8,High,Ensure EC2 Instances are Protected against Termination Actions,D9.AWS.OPE.45,7,7,7
